VARNAMES:,CID,CIDint,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,ERRFLAG_FIT,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_NMATCH,HOST_NMATCH2,HOST_OBJID,HOST_ZPHOT,HOST_ZPHOTERR,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_CONFUSION,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_SBFLUXCAL_g,HOST_SBFLUXCAL_r,HOST_SBFLUXCAL_i,HOST_SBFLUXCAL_z,HOST_SBMAG_g,HOST_SBMAG_r,HOST_SBMAG_i,HOST_SBMAG_z,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,RA,DEC,HOST_ANGSEP_2,TGAPMAX,TrestMIN,TrestMAX,FLUXCALMAX_g,SNRMAX_g,FLUXCALMAX_r,SNRMAX_r,FLUXCALMAX_i,SNRMAX_i,FLUXCALMAX_z,SNRMAX_z,HOSTGAL_LOGMASS,HOSTGAL_LOGMASS_ERR,HOST_LOGSFR,HOST_LOGSFR_ERR,HOST_LOGsSFR,HOST_COLOR,HOST_LOGsSFR_ERR,HOST_COLOR_ERR,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,PROB_UNITY,CUTMASK,MU,MUMODEL,MUERR,MUERR_RENORM,MUERR_RAW,MUERR_VPEC,MURES,MUPULL,M0DIF,M0DIFERR,CHI2,biasCor_nevt,biasCor_mu,biasCorErr_mu,biasCor_mB,biasCor_x1,biasCor_c,biasCor_muCOVSCALE,IDSAMPLE,IZBIN,mu,delta_mu,LOG_OII,LOG_OII_ERR,SPECZ
SN:,1334302,1334302,10,1,E1,3,0,0.4557,0.001,0.45463,0.001,0.45463,0.00177,0,300,0.00625408,1,1,40917,-9,-9,0.4557,0.001,7.367534,-43.387917,0.993,1.045,-9.0,10.668,0.014,8.86,42.19,74.23,106.8,25.13142,23.43698,22.82355,22.42857,57329.0156,22.74026,19.51646,15.82604,57331.7148,0.613,-0.73946,0.48502,0.0425298,0.0436121,22.63569,0.0434951,1.58389e-05,6.34514e-07,-0.000175049,-9.97218e-08,-1.99369e-08,31,22.69184,0.8601,7.3673,-43.388199,0.993,7.629,-14.2221,42.83,59.675,-999.0,123.22,22.7403,101.27,19.5165,109.98,15.826,10.662,0.057,0.801,0.316,-9.861,1.306,0.3211,-999,0.9995,0.97,0.9997,0.9999,0.9998,1,0,41.79164,42.00547,0.17362,0.1614,0.1322,0.0057,-0.2282,-1.314,0.0144,0.013,1.73,0,-0.014,0.0,0.0,0.0,0.0,1.0,4,12,41.791643406566,-0.2265381887537501,1.4254179961334177,0.0560542968503981,0.455700010061264
SN:,1303910,1303910,10,0,E2,3,0,0.68577,0.001,0.68455,0.001,0.68456,0.00196,0,300,0.00622759,1,1,8479,-9,-9,0.6858,0.001,9.1016,-43.936481,0.493,0.813,-9.0,9.551,0.03,3.81,7.13,10.9,11.31,26.04769,25.36728,24.90643,24.86634,57278.1914,8.93467,8.41791,7.26853,57273.8477,1.4827,-0.31945,0.93938,0.0454288,0.0827713,23.841,0.0663794,5.21914e-06,3.19086e-07,0.0134737,-1.56418e-07,-1.03348e-08,55,66.79799,0.13226,9.1018,-43.936401,0.493,5.837,-12.8303,43.445,103.47,-999.0,40.327,8.4179,63.426,8.9347,71.388,7.2685,9.542,0.061,0.129,0.053,-9.413,0.356,0.0808084,-999,0.9304,0.9831,0.8875,0.99,0.7197,1,0,43.10609,43.07473,0.28046,0.2673,0.2569,0.004,0.0288,0.103,0.0025,0.0159,0.01,0,-0.0642,0.0,0.0,0.0,0.0,1.0,4,16,43.106043966196,0.030506701045041495,1.778329281944934,0.0613124290876534,0.6857699751853943
SN:,1340141,1340141,10,0,S1,3,0,0.65523,0.001,0.65405,0.001,0.65405,0.00193,0,300,0.0495984,1,1,42945,-9,-9,0.6552,0.001,42.731297,0.741842,0.32,0.447,-9.0,9.934,0.031,4.39,13.96,21.53,27.18,25.89384,24.63779,24.16739,23.91438,57365.125,13.1892,10.37704,8.19091,57366.8281,1.2765,0.88636,0.89357,0.0363567,0.0684132,23.56065,0.0644338,6.75681e-06,4.00988e-07,0.0151566,-2.27659e-07,-1.27044e-08,20,20.35098,0.43618,42.7314,0.7418,0.32,7.8279,-13.0411,24.9092,22.185,-999.0,47.28,10.377,53.935,13.1892,44.161,8.1909,9.931,0.071,1.359,1.014,-8.572,0.562,1.01648,-999,0.9989,0.983,0.9999,0.9992,0.9999,1,0,43.04799,42.95439,0.24585,0.2318,0.2186,0.0041,0.0887,0.361,0.0049,0.0134,0.13,0,-0.07,0.0,0.0,0.0,0.0,1.0,3,15,43.047987468889,0.09037738281572416,1.6532745949883532,0.0788870190091744,0.6552299857139587
SN:,1252810,1252810,10,0,S2,3,0,0.5814,0.001,0.58026,0.001,0.58026,0.00187,0,300,0.0369814,1,1,13289,-9,-9,0.5814,0.001,41.87859,-1.60141,1.351,1.009,-9.0,10.917,0.044,9.61,30.72,62.54,87.81,25.04319,23.78145,23.00961,22.64114,56567.1797,12.18267,11.11803,7.16236,56558.2344,0.7919,1.01373,0.72333,0.0696721,0.0622649,23.17624,0.0722376,9.62731e-06,6.40536e-07,0.0121144,-3.61489e-07,-2.24687e-08,41,31.29499,0.86325,41.878899,-1.6016,1.351,7.0547,-12.5877,43.5112,25.191,-999.0,58.45,12.1827,69.917,11.118,73.04,7.1624,10.893,0.07,0.597,0.328,-10.296,1.086,0.33539,-999,0.8978,0.9299,0.9991,0.9995,0.9994,1,0,42.56838,42.63978,0.22268,0.2104,0.1922,0.0046,-0.0469,-0.21,-0.0245,0.0127,0.04,0,-0.0454,0.0,0.0,0.0,0.0,1.0,3,14,42.568404345507,-0.04519720205620814,0.9792595000015744,0.4191872629446083,0.5813999772071838
SN:,1264038,1264038,10,0,C3,3,0,0.66425,0.001,0.66362,0.001,0.66362,0.00194,0,300,0.00741629,1,1,5619,-9,-9,0.6643,0.001,53.542889,-28.406431,0.272,0.355,-9.0,10.535,0.052,3.43,14.46,34.99,48.5,26.16176,24.59958,23.64014,23.28564,56675.1289,32.29421,19.91973,16.94469,56670.7188,0.3825,-0.447476,0.34834,-0.0217609,0.038441,23.4734,0.0370854,7.32218e-06,2.50103e-07,0.00395954,-6.11542e-08,-4.58666e-09,21,26.78709,0.17801,53.542801,-28.406401,0.272,4.1756,-13.6182,15.8456,10.904,-999.0,48.101,32.2942,52.013,16.9447,56.575,19.9197,10.515,0.122,-0.357,0.393,-10.872,1.206,0.4115,-999,0.9822,1.0,1.0,0.9977,0.8819,1,0,42.84508,42.99197,0.1586,0.1495,0.1118,0.0041,-0.1518,-0.957,0.0049,0.0134,0.92,0,-0.008,0.0,0.0,0.0,0.0,1.0,1,15,42.845065286217,-0.15085311942779356,0.8819124615985401,0.2382487954441596,0.6642500162124634
SN:,1660018,1660018,10,0,X2,3,0,0.4355,0.001,0.43435,0.001,0.43435,0.00175,0,300,0.0224875,1,2,115613,-9,-9,0.4355,0.001,36.210514,-5.864627,2.399,1.716,-1.48815,9.879,0.016,5.76,12.86,13.21,15.86,25.59894,24.7269,24.69774,24.49924,57763.082,21.42056,15.99111,11.97717,57766.6562,0.8353,1.67422,0.9312,0.0507632,0.0523519,22.25663,0.0674894,2.24569e-05,1.39592e-06,0.022485,-1.02261e-06,-6.10986e-08,14,6.0664,0.96479,36.2099,-5.8644,2.399,6.2641,-11.5623,15.606,77.359,-999.0,161.59,21.4206,145.31,15.9911,136.05,11.9772,9.861,0.046,1.514,0.365,-8.347,0.346,0.36789,-999,0.9987,0.7321,1.0,0.9995,1.0,1,0,41.77595,41.88813,0.20054,0.1864,0.166,0.0059,-0.1265,-0.631,0.0144,0.013,0.4,0,-0.016,0.0,0.0,0.0,0.0,1.0,2,12,41.77598397154401,-0.1247154263921928,1.5012097465002952,0.0570192482629471,0.4354999959468841
SN:,1578103,1578103,10,1,S2,3,0,0.16092,0.001,0.16008,0.001,0.16008,0.00153,0,300,0.0342157,2,2,107557,-9,-9,0.1609,0.001,41.942688,-1.386285,1.221,1.08,-1.97168,10.103,0.04,38.85,124.77,166.60001,240.78,23.52652,22.25972,21.94581,21.54595,57730.1016,74.49668,61.31693,43.03357,57728.5273,0.1633,-0.697417,0.13395,0.1431,0.019372,20.54706,0.0277885,0.000108437,2.77535e-06,0.000856012,-1.95011e-07,-4.39551e-08,35,23.61238,0.92826,41.942402,-1.3864,1.221,12.0325,-12.3084,42.6622,482.35001,74.4967,584.91998,61.3169,520.15997,43.0336,351.89999,29.4804,10.072,0.119,0.052,8.091,-10.02,1.457,8.09188,-999,0.9997,0.965,1.0,1.0,1.0,1,0,39.42602,39.41851,0.12008,0.109,0.0396,0.0146,-0.0189,-0.157,0.0264,0.0317,0.02,0,-0.0045,0.0,0.0,0.0,0.0,1.0,3,5,39.42601195149,-0.01729166296170348,1.0883315762634176,0.2454246707691771,0.1609199941158294
SN:,1719037,1719037,10,0,C2,3,0,0.40795,0.001,0.40746,0.001,0.40746,0.00173,0,300,0.00967504,1,1,118251,-9,-9,0.408,0.001,54.677017,-29.448082,1.929,1.793,-9.0,10.29,0.011,4.42,15.79,27.49,26.13,25.88644,24.50404,23.90206,23.95715,57791.0938,21.542,18.07622,10.58569,57786.0898,0.6868,0.0988175,0.76005,0.14828,0.0513654,22.63877,0.0588051,1.5794e-05,8.55425e-07,0.0127088,-3.28831e-07,-3.70594e-08,11,15.24552,0.17153,54.677399,-29.447599,1.929,6.3923,-11.3224,9.9546,66.516,-999.0,103.78,21.542,121.76,18.0762,97.688,10.5857,10.296,0.045,0.486,0.141,-9.81,0.742,0.14801,-999,0.9174,0.7268,0.9987,0.9952,0.9992,1,0,41.63326,41.72326,0.18203,0.1799,0.143,0.0062,-0.0855,-0.47,-0.0045,0.0142,0.22,0,-0.0075,0.0,0.0,0.0,0.0,1.0,4,11,41.633224734625,-0.0846971220139281,0.85892356081151,0.05495659492099,0.4079500138759613
SN:,1552143,1552143,10,0,C1,3,0,0.76058,0.001,0.75991,0.001,0.75991,0.00203,0,300,0.0103322,2,4,106502,-9,-9,0.7606,0.001,54.115929,-26.586367,0.0,0.0,-9.12223,10.761,0.027,4.75,19.22,51.28,78.43,25.80827,24.29062,23.22513,22.76379,57714.293,10.38222,7.11734,4.95266,57714.1484,1.1063,-0.117521,0.77756,-0.183819,0.0690715,23.56547,0.0625425,6.72687e-06,3.87493e-07,0.0101009,-1.4938e-07,4.45419e-09,54,45.56921,0.78603,54.115898,-26.586399,0.0,6.756,-14.7945,42.5375,60.833,-999.0,54.211,10.3822,73.495,7.1173,83.761,4.9527,10.784,0.07,0.23,0.109,-10.554,1.026,0.12954,-999,0.9944,0.7567,1.0,0.9992,1.0,1,0,43.51683,43.35052,0.26812,0.2555,0.2434,0.0036,0.1638,0.611,0.0025,0.0159,0.37,0,-0.0934,0.0,0.0,0.0,0.0,1.0,4,16,43.51683188964,0.16479155282375757,0.8852224466888153,0.1910093113196857,0.7605800032615662
SN:,1304456,1304456,10,0,S2,3,0,0.43093,0.001,0.42989,0.001,0.42989,0.00175,0,300,0.0272214,1,1,33567,-9,-9,0.4309,0.001,41.531326,-1.074893,0.185,0.178,-9.0,10.663,0.033,13.35,69.99,125.79,173.10001,24.6863,22.88741,22.25089,21.90426,56964.2188,25.33382,22.79841,15.5186,56967.0625,0.3538,-0.145703,0.3398,-0.0656862,0.0382193,22.16642,0.0439653,2.44025e-05,9.88142e-07,0.00330016,-2.02111e-07,-2.80887e-08,40,23.72591,0.98084,41.5313,-1.0749,0.185,7.66,-10.4417,43.3367,88.934,-999.0,160.00999,25.3338,140.13,22.7984,112.94,15.5186,10.685,0.089,0.381,10.381,-10.304,1.428,10.38138,-999,0.9944,0.9895,1.0,0.9999,0.9994,1,0,41.71374,41.86144,0.14874,0.1382,0.0972,0.0059,-0.1621,-1.09,0.0144,0.013,1.19,0,-0.0159,0.0,0.0,0.0,0.0,1.0,3,12,41.713731109556,-0.16044965339705897,0.4573533370508903,0.4158465002673037,0.4309299886226654
SN:,1324790,1324790,10,0,C1,3,0,0.35775,0.001,0.35723,0.001,0.35723,0.00169,0,300,0.00927796,1,2,22818,-9,-9,0.3577,0.001,53.612473,-27.337473,1.675,1.567,-2.33912,9.326,0.03,3.47,9.09,8.79,12.51,26.14918,25.10359,25.14003,24.75686,57040.1758,43.07513,31.12185,26.99541,57042.3203,0.3703,-0.0449223,0.43489,0.0532486,0.0239984,22.13822,0.0284066,2.50444e-05,6.55248e-07,0.00537458,-1.89442e-07,-1.14726e-08,23,10.20345,0.98995,53.612099,-27.337799,1.675,5.2304,-11.8993,17.4663,92.389,31.1218,158.07001,43.0751,151.75,26.9954,120.14,17.2082,9.355,0.13,-0.241,0.043,-9.596,0.478,0.13693,-999,0.9975,0.9419,1.0,0.9998,1.0,1,0,41.35961,41.38843,0.13484,0.1242,0.0741,0.007,-0.0532,-0.394,0.0243,0.011,0.16,0,0.0018,0.0,0.0,0.0,0.0,1.0,4,10,41.359602750993,-0.052221892866732844,1.3538400001477349,0.1332827246784818,0.3577499985694885
SN:,1292997,1292997,10,0,X3,3,0,0.41562,0.001,0.41447,0.001,0.41447,0.00173,0,300,0.0209852,1,2,38112,-9,-9,0.4156,0.001,35.598251,-4.873073,1.269,0.882,-2.96971,11.007,0.034,10.78,58.02,88.88,132.67999,24.91845,23.09106,22.62799,22.19299,56890.3672,32.60769,31.8294,-99.0,56893.207,1.7232,-0.338824,0.68427,-0.0619311,0.0707526,22.22186,0.0752281,2.31877e-05,1.60662e-06,0.0101031,-6.59575e-07,-9.27453e-08,10,7.48529,0.67897,35.598598,-4.8729,1.269,9.1777,-2.0254,39.5173,25.681,-999.0,152.42,32.6077,124.16,31.8294,-9.0,-999.0,11.031,0.096,0.65,0.655,-10.381,1.475,0.662,-999,0.9922,0.7168,0.9981,0.9631,0.9742,1,0,41.71346,41.76793,0.2128,0.1978,0.1806,0.0061,-0.0688,-0.323,0.0144,0.013,0.1,0,-0.0011,0.0,0.0,0.0,0.0,1.0,0,12,41.713421435143,-0.0670659718525286,0.7744397702588168,0.2161777073664813,0.4156199991703033
SN:,1316487,1316487,10,0,C3,3,0,0.77696,0.001,0.77627,0.001,0.77627,0.00204,0,300,0.0067022,1,4,-11255,-9,-9,0.777,0.001,53.017178,-28.068138,0.937,0.811,-2.91123,11.217,0.012,3.38,19.14,57.95,99.62,26.17771,24.29515,23.09237,22.50413,56990.2461,10.74077,7.90271,6.03639,57003.0898,0.9699,-1.2781,0.65985,-0.0517076,0.0758971,24.51445,0.067112,2.80685e-06,1.73498e-07,0.00453835,-7.24538e-08,5.79098e-10,37,30.42486,0.76919,53.016899,-28.0683,0.937,5.1264,-12.8709,35.9924,3.649,-999.0,15.886,7.9027,27.381,10.7408,31.879,6.0364,11.218,0.033,0.722,3.284,-10.496,1.485,3.28417,-999,0.9593,0.984,0.9999,0.9993,0.9997,1,0,43.82438,43.40708,0.28107,0.2712,0.2576,0.0036,0.4698,1.671,-0.0525,0.0242,2.79,0,0.0033,0.0,0.0,0.0,0.0,1.0,1,17,43.824365738108,0.47078476224402976,0.6343775535724501,0.1510822439454485,0.776960015296936
SN:,1860025,1860025,10,1,E1,3,0,0.23625,0.001,0.23532,0.001,0.23532,0.00159,0,300,0.0100635,1,1,129125,-9,-9,0.2362,0.001,8.479997,-42.093742,0.369,0.438,-9.0,8.96,0.018,15.05,26.18,34.33,35.92,24.55616,23.95508,23.66082,23.61166,58036.0078,42.61357,36.1221,25.02707,58031.6523,0.2255,-0.878322,0.17789,-0.0865374,0.0206432,21.14418,0.0288477,6.25642e-05,1.66231e-06,0.000975709,-1.74333e-07,-2.35745e-08,51,59.40034,0.19621,8.4799,-42.0938,0.369,8.8663,-14.2284,44.0059,264.72,36.1221,309.54001,42.6136,274.54001,25.0271,178.82001,13.3979,8.954,0.075,0.271,0.715,-8.683,0.417,0.71892,-999,0.9957,1.0,1.0,1.0,1.0,1,0,40.59591,40.34919,0.12487,0.1094,0.0534,0.0102,0.2488,1.993,-0.0021,0.016,3.97,0,0.02,0.0,0.0,0.0,0.0,1.0,4,7,40.59592996208199,0.25051662552997556,1.4384757917893485,0.1065422979835224,0.2362499982118606
SN:,1343401,1343401,10,1,X1,3,0,0.38397,0.001,0.38283,0.001,0.38283,0.00171,0,300,0.0206299,1,1,44626,-9,-9,0.384,0.001,34.572369,-5.654891,0.89,0.579,-9.0,10.822,0.067,19.57,100.63,168.74001,227.42,24.27102,22.49318,21.93195,21.60793,57395.0977,34.84303,28.86058,17.40094,57395.2461,0.6513,0.98136,0.68758,-0.0422495,0.0442882,21.85174,0.0431951,3.26064e-05,1.29722e-06,0.00769134,-4.32228e-07,-4.55002e-08,11,3.99551,0.97005,34.572102,-5.6549,0.89,18.0612,-11.6936,22.9864,131.83,-999.0,199.84,34.843,197.96001,28.8606,151.44,17.4009,10.788,0.079,0.269,10.269,-10.519,1.419,10.2693,-999,0.9946,0.392,1.0,0.9998,0.9999,1,0,41.50411,41.56515,0.17655,0.1745,0.136,0.0066,-0.0566,-0.32,-0.0045,0.0142,0.1,0,-0.0056,0.0,0.0,0.0,0.0,1.0,2,11,41.50409176013499,-0.054692996427959883,1.0470500355214558,0.0866082506227206,0.3839699923992157
SN:,1336558,1336558,10,0,S1,3,0,0.46865,0.001,0.4676,0.001,0.4676,0.00178,0,300,0.0534661,1,1,41826,-9,-9,0.4687,0.001,42.511368,0.133304,0.854,0.896,-9.0,10.844,0.026,13.06,76.04,140.25999,205.39,24.71014,22.79739,22.13267,21.71855,57355.2305,11.8056,10.91102,8.64149,57349.2305,0.6252,-0.893194,0.58444,0.10095,0.0669889,22.86337,0.0797058,1.28426e-05,9.42798e-07,0.00770434,-3.35237e-07,-4.50215e-08,26,11.75457,0.99247,42.511501,0.1331,0.854,8.8224,-12.3014,40.0559,49.965,-999.0,74.052,10.911,80.399,11.8056,90.869,8.6415,10.856,0.063,0.502,4.671,-10.354,1.418,4.67142,-999,0.9675,0.9018,0.9998,0.9991,0.9982,1,0,41.84377,42.07803,0.20798,0.1781,0.1749,0.0055,-0.2399,-1.153,0.0056,0.0126,1.33,0,-0.0222,0.0,0.0,0.0,0.0,1.0,3,13,41.84380234467999,-0.23818715031792692,0.1017465261825593,0.4639937002486555,0.4686500132083893
SN:,1284567,1284567,10,0,E2,3,0,0.65602,0.001,0.65483,0.001,0.65483,0.00193,0,300,0.00601261,2,3,8697,-9,-9,0.656,0.001,9.863443,-43.766991,0.127,0.287,-3.27367,8.816,0.083,3.64,6.43,8.95,8.69,26.09725,25.47947,25.12044,25.15245,56645.1133,15.08426,11.73397,10.34918,56643.4766,1.0596,1.0933,0.87664,0.06502,0.061504,23.35465,0.0670481,8.16842e-06,5.0443e-07,0.0207064,-3.49734e-07,-1.54114e-08,25,21.56146,0.66092,9.8635,-43.766998,0.127,6.6377,-9.3244,31.1364,21.911,-999.0,49.624,15.0843,77.155,11.734,69.17,10.3492,8.856,0.383,-0.094,0.147,-8.95,-0.063,0.41024,-999,0.9706,0.9438,0.9988,0.996,0.996,1,0,42.77973,42.95754,0.22728,0.2143,0.1975,0.0041,-0.1827,-0.804,0.0049,0.0134,0.65,0,-0.053,0.0,0.0,0.0,0.0,1.0,4,15,42.7797515224,-0.18100076742272364,1.1934643286453863,0.112437116167926,0.6560199856758118
SN:,1253895,1253895,10,0,C1,3,0,0.49331,0.001,0.49276,0.001,0.49276,0.0018,0,300,0.0101048,1,1,613,-9,-9,0.4933,0.001,54.488632,-27.308672,0.147,0.035,-9.0,11.898,0.191,13.94,81.83,159.14,226.22,24.63934,22.71772,21.99555,21.61367,56575.1953,34.5174,16.93613,15.67786,56576.7578,0.5113,1.60135,0.4712,0.0771785,0.0405542,22.5145,0.0488928,1.77092e-05,7.97479e-07,0.00440058,-2.54824e-07,-1.97744e-08,28,32.62844,0.2497,54.488602,-27.308701,0.147,8.6872,-11.7634,43.7498,74.23,-999.0,130.47,34.5174,182.53,15.6779,336.98001,16.9361,11.629,0.041,3.162,0.027,-8.467,0.406,0.0490918,-999,0.9742,0.8691,0.9979,0.9992,0.9586,1,0,41.95625,42.21294,0.16784,0.1437,0.1245,0.0053,-0.2623,-1.563,0.0056,0.0126,2.44,0,-0.022,0.0,0.0,0.0,0.0,1.0,4,13,41.956248630595,-0.26139615248168013,0.0764280519476321,0.4896282796035395,0.4933100044727325
SN:,1247420,1247420,10,0,X1,3,0,0.15123,0.001,0.15026,0.001,0.15026,0.00152,0,300,0.0177315,1,1,14729,-9,-9,0.1512,0.001,34.056301,-4.197441,2.057,1.11,-9.0,10.814,0.027,103.48,248.03,364.45999,408.16,22.46286,21.51374,21.09587,20.97292,56551.2969,221.03511,149.87408,-99.0,56547.9453,0.1778,1.09764,0.19258,-0.0499984,0.02187,19.52054,0.0246163,0.000279116,6.32823e-06,0.000267483,-7.50763e-07,-4.175e-08,14,17.10125,0.25082,34.056499,-4.198,2.057,10.3795,-11.937,37.4667,1344.90002,221.0351,1349.69995,149.8741,-9.0,-999.0,-9.0,-999.0,10.837,0.097,-10.0,0.0,-20.837,1.357,0.097,-999,0.011,0.6901,0.9991,0.9958,0.9739,1,0,39.20998,39.26829,0.13362,0.1213,0.0706,0.0155,-0.0847,-0.634,0.0264,0.0317,0.4,0,-0.0031,0.0,0.0,0.0,0.0,1.0,2,5,39.210009827072,-0.08282020909299348,0.6228208155805589,0.0730339379880605,0.1512300074100494
SN:,1264963,1264963,10,0,E2,3,0,0.55325,0.001,0.55214,0.001,0.55214,0.00185,0,300,0.00716648,1,1,8544,-9,-9,0.5533,0.001,9.098154,-44.279007,1.049,1.159,-9.0,10.34,0.012,12.9,32.58,41.82,63.49,24.72353,23.71762,23.44654,22.99324,56675.0625,9.39918,6.94477,5.08802,56674.8945,1.0345,0.25966,0.89368,-0.00378784,0.0807048,23.13814,0.07717,9.97114e-06,7.0871e-07,0.0144886,-4.11787e-07,-2.88853e-08,13,10.19684,0.67776,9.0985,-44.2789,1.049,7.0769,-12.1318,12.9693,33.54,-999.0,73.826,9.3992,79.505,6.9448,66.093,5.088,10.34,0.018,0.662,0.009,-9.678,0.546,0.0201246,-999,0.9977,0.7466,0.9992,0.999,0.9991,1,0,42.59841,42.50983,0.26962,0.2548,0.245,0.0048,0.1131,0.42,-0.0245,0.0127,0.18,0,-0.0331,0.0,0.0,0.0,0.0,1.0,4,14,42.598360631627195,0.114695520583048,1.10370912123764,0.0880024826362261,0.5532500147819519
SN:,1653101,1653101,10,0,C2+C3,3,0,0.3305,0.001,0.33,0.001,0.33,0.00166,0,300,0.00643469,1,2,-24647,-9,-9,0.3305,0.001,53.505184,-28.644373,0.69,0.675,-3.51199,10.255,0.01,12.96,45.62,80.69,107.88,24.71849,23.35211,22.73295,22.41765,57763.125,71.16099,55.30796,37.25613,57762.5508,0.165,0.84086,0.17808,0.1757,0.0166858,22.38647,0.0215796,1.99255e-05,3.9603e-07,0.00100966,-4.38522e-08,-4.87204e-09,66,81.34724,0.0965611,53.505199,-28.6446,0.69,6.7321,-12.3837,30.4309,78.12,37.2561,131.8,71.161,153.57001,55.308,104.95,28.2892,10.254,0.044,0.602,0.142,-9.652,1.157,0.14866,-999,0.8755,0.9592,1.0,0.9966,0.9999,1,0,41.404,41.18822,0.12164,0.112,0.0459,0.0075,0.1915,1.574,0.0243,0.011,2.48,0,0.0127,0.0,0.0,0.0,0.0,1.0,1,10,41.4039757848,0.19234036550344058,1.3857674512378213,0.0906449717850766,0.3305000066757202
SN:,1532057,1532057,10,0,E2,3,0,0.50504,0.001,0.50397,0.001,0.50397,0.00181,0,300,0.00650114,1,1,105695,-9,-9,0.505,0.001,9.635918,-44.51313,0.085,0.117,-9.0,10.241,0.036,6.06,28.49,51.96,69.71,25.54382,23.86327,23.21083,22.89176,57708.0664,18.31307,12.83175,9.33794,57707.2148,0.5077,0.11841,0.4308,0.0541966,0.0415523,22.91644,0.0466993,1.223e-05,5.26032e-07,0.00404066,-1.45259e-07,-1.45846e-08,38,26.03024,0.92956,9.6359,-44.5131,0.085,8.6299,-14.0803,43.7462,50.971,-999.0,99.805,18.3131,84.781,12.8318,78.878,9.3379,10.24,0.091,-0.064,7.745,-10.304,1.234,7.74553,-999,0.9996,1.0,1.0,0.9995,1.0,1,0,42.18757,42.27206,0.16333,0.1398,0.1184,0.0052,-0.0901,-0.552,0.0056,0.0126,0.3,0,-0.0246,0.0,0.0,0.0,0.0,1.0,4,13,42.187612925821995,-0.08840355345008533,1.231720936141071,0.1273006620431124,0.5050399899482727
SN:,1330559,1330559,10,0,C1,3,0,0.68194,0.001,0.68131,0.001,0.68131,0.00196,0,300,0.00848983,1,1,39251,-9,-9,0.6819,0.001,54.03083,-27.083225,0.056,0.09,-9.0,10.735,0.084,1.81,9.76,28.32,44.11,26.8558,25.02637,23.86977,23.38866,57297.1875,8.00335,5.55713,3.12319,57291.207,0.8475,0.0128545,0.89874,-0.247983,0.0872272,23.56845,0.10498,6.70839e-06,6.4863e-07,0.0277372,-4.89223e-07,-1.47446e-08,52,58.26606,0.25586,54.0308,-27.0832,0.056,5.9084,-8.837,43.9875,27.239,-999.0,199.53,8.0034,109.85,5.5571,48.257,3.1232,10.763,0.262,-2.677,7.323,-13.44,1.555,7.32769,-999,0.9955,0.1806,0.9998,0.9978,0.9997,1,0,43.6851,43.06141,0.3003,0.2862,0.2784,0.004,0.6211,2.068,0.0025,0.0159,4.28,0,-0.063,0.0,0.0,0.0,0.0,1.0,4,16,43.685077743525,0.6221120588960787,1.2621693316927585,0.253687576677648,0.6819400191307068
SN:,1338849,1338849,10,0,C1,3,0,0.62065,0.001,0.62002,0.001,0.62002,0.0019,0,300,0.00927697,1,2,42697,-9,-9,0.6206,0.001,53.704479,-26.361889,1.844,1.903,-1.13342,10.834,0.033,2.58,10.39,23.63,29.34,26.47095,24.95846,24.06634,23.83135,57365.1875,16.47116,12.96709,8.19372,57365.3203,1.0112,-1.22081,0.68203,-0.0153418,0.0698325,23.49168,0.056777,7.19991e-06,3.76509e-07,0.00666435,-1.37211e-07,-1.12352e-08,28,15.51806,0.97243,53.704601,-26.361401,1.844,10.5378,-12.3455,36.9185,31.689,-999.0,48.888,16.4712,53.998,12.9671,53.756,8.1937,10.855,0.181,0.932,3.553,-9.923,1.266,3.55761,-999,0.9937,0.9693,0.996,0.9986,0.9999,1,0,42.75465,42.813,0.23794,0.2243,0.2097,0.0043,-0.0633,-0.266,0.0049,0.0134,0.07,0,-0.0398,0.0,0.0,0.0,0.0,1.0,4,15,42.754661395293994,-0.06227417511514943,1.0749800244065253,0.1178310185102776,0.6206499934196472
